openflow:2:1	33	56	1984	3830	
openflow:2:1	75	173	4325	11893	
openflow:2:1	107	273	6315	19145	
openflow:2:1	132	350	7955	24868	
openflow:2:1	156	432	9636	31154	
openflow:2:1	169	469	10489	34031	
openflow:2:1	192	533	11965	38877	
openflow:2:1	208	563	13018	41170	
openflow:2:1	221	588	13894	43027	
openflow:2:1	230	601	14533	44018	
openflow:2:1	385	908	23549	60950	
openflow:2:1	525	1241	31774	79514	
openflow:2:1	840	1933	50219	117875	
openflow:2:1	1024	2299	60988	137935	
openflow:2:1	1202	2653	71296	157237	
openflow:2:1	1391	3023	82347	177440	
openflow:2:1	1572	3381	92915	196901	
openflow:2:1	1754	3740	103509	216393	
openflow:2:1	1931	4093	113837	235572	
openflow:2:1	2109	4451	124226	255114	
openflow:2:1	2287	4810	134609	274754	
openflow:2:1	2412	5126	141985	292353	
openflow:2:1	2598	5494	152774	312449	
openflow:2:1	2783	5858	163582	332328	
openflow:2:1	2962	6215	174013	351742	
openflow:2:1	3142	6574	184523	371320	
openflow:2:1	3321	6929	194999	390631	
openflow:2:1	3501	7288	205504	410134	
openflow:2:1	3865	8009	226703	449465	
openflow:2:1	4040	8359	236880	468408	
openflow:2:1	4216	8710	247120	487417	
openflow:2:1	4390	9058	257212	506209	
openflow:2:1	4573	9418	267872	525786	
openflow:2:1	4749	9771	278134	544965	
openflow:2:1	4932	10134	288845	564740	
openflow:2:1	5109	10487	299173	583919	
openflow:2:1	5288	10845	309585	603480	
openflow:2:1	5470	11207	320179	623227	
openflow:2:1	5656	11569	330909	642870	
openflow:2:1	5839	11929	341520	662410	
openflow:2:1	6021	12290	352103	682010	
openflow:2:1	6196	12638	362315	700888	
openflow:2:1	6376	12998	372820	720476	
openflow:2:1	6550	13347	382912	739353	
openflow:2:1	6909	14061	403920	778242	
openflow:2:1	7087	14415	414303	797457	
openflow:2:1	7267	14774	424832	817003	
openflow:2:1	7444	15128	435136	836224	
openflow:2:1	1678	5888	117756	426224	
openflow:2:1	1724	5940	120989	430286	
openflow:2:1	1749	5967	122710	432484	
openflow:2:1	1808	6037	126926	437803	
openflow:2:1	1856	6093	130296	442185	
openflow:2:1	1881	6122	132022	444491	
openflow:2:1	1942	6192	136299	449914	
openflow:2:1	1998	6256	140263	454904	
openflow:2:1	2014	6274	141401	456348	
openflow:2:1	2068	6336	145208	461155	
openflow:2:1	2099	6373	147371	463976	
openflow:2:1	2155	6438	151296	469069	
openflow:2:1	2218	6512	155743	474692	
openflow:2:1	2242	6540	157406	476983	
openflow:2:1	2294	6597	161079	481556	
