openflow:2:1	50265	59735	3484739	4528415	
openflow:2:1	50644	60150	3511482	4562752	
openflow:2:1	51011	60534	3537504	4593363	
openflow:2:1	51361	60905	3562370	4624169	
openflow:2:1	51700	61251	3586461	4653200	
openflow:2:1	52042	61608	3610847	4682162	
openflow:2:1	52509	62146	3643937	4723721	
openflow:2:1	53316	63032	3700859	4794120	
openflow:2:1	53733	63466	3730233	4831119	
openflow:2:1	54005	63754	3749611	4854855	
openflow:2:1	54429	64199	3779936	4890676	
openflow:2:1	54771	64589	3803852	4923091	
openflow:2:1	55164	64992	3832078	4954337	
openflow:2:1	55554	65408	3859360	4990292	
openflow:2:1	55847	65716	3880479	5014260	
openflow:2:1	56270	66157	3910370	5051761	
openflow:2:1	56533	66439	3929115	5074776	
openflow:2:1	56944	66859	3958469	5109448	
openflow:2:1	57220	67146	3977876	5134329	
openflow:2:1	57656	67617	4009256	5170887	
openflow:2:1	58493	68572	4068110	5246083	
openflow:2:1	58991	69121	4103176	5289693	
openflow:2:1	59331	69483	4127200	5319220	
openflow:2:1	59731	69904	4155652	5353366	
openflow:2:1	60048	70230	4178035	5381085	
